# Time indexes blocks. 
# Columns Headings: 
# x	var0 u	var0 q	var0 sigma	var1 u	var1 q	var1 sigma	var2 u	var2 q	var2 sigma
# t = 0
0.724	1.85701	-1.60839	0.467338	1.85953	-1.61206	1.70901	1.85953	-1.61053	0.779954
0.727	1.85216	-1.62537	0.473572	1.85467	-1.62778	1.7369	1.85467	-1.62736	0.790367
0.73	1.84725	-1.6433	0.478923	1.84976	-1.64572	1.76688	1.84976	-1.64765	0.799192
0.733	1.8423	-1.65842	0.487009	1.8448	-1.66099	1.78727	1.8448	-1.6608	0.812776
0.736	1.8373	-1.67385	0.494803	1.8398	-1.67786	1.80702	1.8398	-1.67573	0.825808
0.739	1.83226	-1.6899	0.500138	1.83474	-1.69227	1.83664	1.83474	-1.69234	0.834689
0.742	1.82716	-1.7053	0.505562	1.82964	-1.70573	1.86555	1.82964	-1.70775	0.843739
0.745	1.82203	-1.71985	0.513097	1.8245	-1.72194	1.88489	1.8245	-1.72215	0.856322
0.748	1.81685	-1.73399	0.521025	1.81931	-1.73864	1.90177	1.81931	-1.73622	0.869559
0.751	1.81162	-1.74839	0.525999	1.81408	-1.75048	1.93153	1.81408	-1.75053	0.877866
0.754	1.80636	-1.76283	0.530023	1.80881	-1.76228	1.96268	1.80881	-1.76585	0.884539
0.757	1.80105	-1.77525	0.539225	1.8035	-1.77877	1.97314	1.80349	-1.77733	0.899942
0.76	1.7957	-1.78814	0.546304	1.79814	-1.79333	1.99132	1.79814	-1.79025	0.911757
0.763	1.79032	-1.80153	0.549866	1.79274	-1.8031	2.0239	1.79275	-1.80416	0.917679
0.766	1.7849	-1.8141	0.554481	1.78732	-1.81348	2.05158	1.78732	-1.81678	0.925379
0.769	1.77944	-1.82551	0.56288	1.78186	-1.82893	2.06238	1.78185	-1.82802	0.939403
0.772	1.77394	-1.83651	0.570529	1.77635	-1.84238	2.07587	1.77635	-1.83843	0.9522
0.775	1.76841	-1.84734	0.570268	1.77081	-1.84361	2.11486	1.77081	-1.84789	0.951831
0.778	1.76285	-1.85987	0.577236	1.76525	-1.85941	2.13615	1.76524	-1.86288	0.963339
0.781	1.75726	-1.86906	0.587278	1.75965	-1.87488	2.13753	1.75964	-1.871	0.980152
0.784	1.75163	-1.87946	0.592387	1.75401	-1.88511	2.15874	1.75401	-1.88177	0.988665
0.787	1.74598	-1.89025	0.593581	1.74834	-1.8897	2.19608	1.74835	-1.89312	0.990631
0.79	1.74029	-1.89978	0.598545	1.74266	-1.89881	2.21691	1.74266	-1.90274	0.998908
0.793	1.73458	-1.90769	0.608414	1.73694	-1.91369	2.21591	1.73694	-1.91002	1.01541
0.796	1.72885	-1.91646	0.614185	1.73119	-1.92274	2.23439	1.73119	-1.91857	1.02506
0.799	1.72308	-1.92605	0.611622	1.72542	-1.92284	2.27808	1.72542	-1.9294	1.02072
0.802	1.71729	-1.93327	0.620181	1.71964	-1.93457	2.28357	1.71962	-1.93585	1.03504
0.805	1.71148	-1.93981	0.6295	1.71381	-1.94771	2.28173	1.71381	-1.94179	1.05062
0.808	1.70565	-1.94779	0.63152	1.70796	-1.95202	2.31011	1.70797	-1.95031	1.05397
0.811	1.6998	-1.95577	0.631481	1.7021	-1.9533	2.34675	1.70211	-1.95891	1.05387
0.814	1.69392	-1.96191	0.63798	1.69623	-1.9625	2.35497	1.69622	-1.96498	1.06472
0.817	1.68803	-1.96662	0.647857	1.69032	-1.97457	2.3482	1.69032	-1.96853	1.08126
0.82	1.68212	-1.97522	0.651771	1.68439	-1.98331	2.37687	1.6844	-1.98021	1.08764
0.823	1.67619	-1.97976	0.648381	1.67847	-1.97723	2.41097	1.67846	-1.98317	1.08206
0.826	1.67024	-1.98361	0.657059	1.67252	-1.98711	2.40701	1.67251	-1.98602	1.09659
0.829	1.66429	-1.98779	0.663726	1.66654	-1.99527	2.40986	1.66655	-1.99	1.10774
0.832	1.65832	-1.99299	0.664007	1.66056	-1.99544	2.43908	1.66057	-1.99566	1.10819
0.835	1.65233	-1.99782	0.664523	1.65457	-1.99586	2.46672	1.65457	-2.00105	1.10901
0.838	1.64633	-2.0008	0.67118	1.64857	-2.00311	2.4675	1.64856	-2.00371	1.12014
0.841	1.64032	-2.00313	0.678885	1.64255	-2.0106	2.46416	1.64255	-2.00514	1.13305
0.844	1.63431	-2.00683	0.677705	1.63652	-2.00895	2.49178	1.63653	-2.00963	1.13104
0.847	1.62828	-2.00999	0.679298	1.6305	-2.00936	2.51337	1.63049	-2.01302	1.13368
0.85	1.62225	-2.01162	0.685085	1.62446	-2.01458	2.51398	1.62445	-2.01431	1.14336
0.853	1.61621	-2.01307	0.690081	1.61841	-2.01866	2.51697	1.61841	-2.01549	1.15171
0.856	1.61017	-2.01496	0.691329	1.61235	-2.01817	2.53487	1.61236	-2.01752	1.15379
0.859	1.60412	-2.01683	0.691644	1.6063	-2.01685	2.55601	1.6063	-2.01996	1.15428
0.862	1.59807	-2.01731	0.695448	1.60025	-2.01865	2.56135	1.60024	-2.02011	1.16065
0.865	1.59202	-2.0171	0.700504	1.59419	-2.02305	2.55598	1.59418	-2.02007	1.16908
0.868	1.58597	-2.01758	0.702697	1.58812	-2.02189	2.57096	1.58812	-2.02022	1.17276
0.871	1.57992	-2.01813	0.701627	1.58206	-2.01783	2.59411	1.58206	-2.02117	1.17095
0.874	1.57386	-2.01744	0.704625	1.576	-2.01825	2.59916	1.576	-2.02046	1.17595
0.877	1.56781	-2.01573	0.710116	1.56995	-2.02084	2.59257	1.56994	-2.01812	1.18515
0.88	1.56177	-2.01446	0.712289	1.56388	-2.01983	2.59881	1.56389	-2.01681	1.18878
0.883	1.55573	-2.01384	0.710421	1.55783	-2.01447	2.62143	1.55784	-2.01686	1.18563
0.886	1.54969	-2.01176	0.711024	1.5518	-2.01101	2.63022	1.55179	-2.01456	1.18664
0.889	1.54365	-2.00914	0.718351	1.54576	-2.01526	2.61817	1.54575	-2.01175	1.19888
0.892	1.53763	-2.00644	0.718678	1.53971	-2.01122	2.62563	1.53972	-2.00886	1.19944
0.895	1.53162	-2.00444	0.716413	1.53369	-2.00464	2.64616	1.5337	-2.00749	1.19563
0.898	1.52561	-2.0012	0.71777	1.52768	-2.00152	2.65042	1.52768	-2.00422	1.19789
0.901	1.51961	-1.99689	0.722161	1.52168	-2.00126	2.64078	1.52167	-1.99932	1.20525
0.904	1.51362	-1.99288	0.724073	1.51568	-1.99848	2.64033	1.51568	-1.99523	1.20845
0.907	1.50765	-1.98939	0.721789	1.50969	-1.99095	2.65681	1.5097	-1.99215	1.20462
0.91	1.50169	-1.98528	0.721616	1.50373	-1.98483	2.66699	1.50373	-1.98791	1.20433
0.913	1.49574	-1.9799	0.724543	1.49778	-1.98316	2.65684	1.49777	-1.98254	1.20921
0.916	1.48981	-1.97433	0.726797	1.49183	-1.9797	2.65096	1.49183	-1.9766	1.213
0.919	1.48389	-1.96942	0.725191	1.4859	-1.97242	2.66063	1.48591	-1.97208	1.2103
0.922	1.47799	-1.96418	0.723127	1.48	-1.96423	2.67153	1.48	-1.96711	1.20683
0.925	1.47211	-1.95792	0.724347	1.47412	-1.9593	2.66764	1.47411	-1.9607	1.20887
0.928	1.46625	-1.95092	0.727401	1.46824	-1.95611	2.6546	1.46824	-1.95329	1.21399
0.931	1.4604	-1.94458	0.727086	1.46238	-1.94917	2.65723	1.46239	-1.94704	1.21347
0.934	1.45458	-1.9382	0.721673	1.45655	-1.93717	2.67289	1.45656	-1.94117	1.2044
0.937	1.44878	-1.9307	0.723542	1.45075	-1.93202	2.66454	1.45074	-1.93338	1.20753
0.94	1.443	-1.92242	0.726528	1.44496	-1.92802	2.64773	1.44496	-1.92462	1.21255
0.943	1.43724	-1.91484	0.724977	1.43919	-1.91937	2.64915	1.43919	-1.9172	1.20995
0.946	1.43151	-1.90748	0.720725	1.43345	-1.90773	2.6612	1.43345	-1.91029	1.20283
0.949	1.4258	-1.89919	0.719494	1.42774	-1.89908	2.6596	1.42773	-1.90212	1.20076
0.952	1.42011	-1.88971	0.722053	1.42205	-1.8938	2.64086	1.42204	-1.89204	1.20507
0.955	1.41446	-1.88098	0.722662	1.41638	-1.88736	2.63178	1.41638	-1.88373	1.20606
0.958	1.40883	-1.87194	0.717498	1.41074	-1.87364	2.63998	1.41074	-1.87459	1.19745
0.961	1.40323	-1.86271	0.714792	1.40514	-1.86276	2.6407	1.40513	-1.86549	1.19292
0.964	1.39765	-1.8525	0.715241	1.39956	-1.85492	2.6267	1.39955	-1.85501	1.19368
0.967	1.39211	-1.84201	0.715597	1.39401	-1.84679	2.61186	1.394	-1.8442	1.1943
0.97	1.3866	-1.8319	0.712702	1.38848	-1.83539	2.60964	1.38849	-1.83421	1.18946
0.973	1.38112	-1.82192	0.708007	1.383	-1.82218	2.61434	1.383	-1.82464	1.1816
0.976	1.37567	-1.81074	0.706015	1.37755	-1.81122	2.60433	1.37754	-1.8132	1.17829
0.979	1.37026	-1.79929	0.708497	1.37212	-1.80473	2.58171	1.37212	-1.80149	1.18245
0.982	1.36488	-1.78799	0.704582	1.36673	-1.79179	2.5775	1.36673	-1.79024	1.17591
0.985	1.35953	-1.77705	0.698982	1.36137	-1.77717	2.58202	1.36138	-1.77973	1.16654
0.988	1.35421	-1.76511	0.696657	1.35606	-1.76547	2.5717	1.35606	-1.76772	1.16266
0.991	1.34894	-1.75238	0.696917	1.35078	-1.75611	2.54933	1.35077	-1.75456	1.16312
0.994	1.3437	-1.73983	0.695115	1.34553	-1.74471	2.5345	1.34553	-1.74183	1.16012
0.997	1.3385	-1.7278	0.689536	1.34031	-1.72966	2.53488	1.34032	-1.73017	1.15079
1	1.33333	-1.7154	0.684487	1.33515	-1.71494	2.53231	1.33515	-1.71803	1.14234


# t = 7e-07
0.1	1	3.81465	-0.305571	1.00136	3.8197	-1.12205	1.00136	3.81986	-0.509978
0.103	1.01144	3.81245	-0.314579	1.01282	3.81765	-1.155	1.01282	3.81761	-0.525012
0.106	1.02287	3.80985	-0.323513	1.02427	3.81497	-1.18785	1.02427	3.815	-0.539923
0.109	1.0343	3.80675	-0.332402	1.03571	3.81188	-1.22047	1.03571	3.81189	-0.554757
0.112	1.04571	3.80319	-0.341233	1.04714	3.80837	-1.25287	1.04714	3.80834	-0.569495
0.115	1.05712	3.79916	-0.349998	1.05856	3.80427	-1.28509	1.05856	3.80429	-0.584123
0.118	1.06851	3.79465	-0.358703	1.06996	3.79976	-1.31704	1.06996	3.79977	-0.598651
0.121	1.07989	3.78968	-0.36735	1.08135	3.79491	-1.34872	1.08135	3.79482	-0.613083
0.124	1.09125	3.78423	-0.375903	1.09273	3.78924	-1.38023	1.09273	3.7893	-0.627358
0.127	1.10259	3.77834	-0.384405	1.10409	3.78351	-1.41137	1.10409	3.78348	-0.641546
0.13	1.11392	3.77197	-0.392818	1.11543	3.77703	-1.44231	1.11543	3.77705	-0.655587
0.133	1.12522	3.76513	-0.401156	1.12675	3.77021	-1.47291	1.12675	3.77021	-0.669503
0.136	1.13651	3.75784	-0.409412	1.13805	3.76297	-1.50319	1.13805	3.76295	-0.68328
0.139	1.14777	3.75007	-0.417575	1.14933	3.75508	-1.53322	1.14933	3.75511	-0.696904
0.142	1.15901	3.74187	-0.425656	1.16058	3.74699	-1.56284	1.16058	3.74697	-0.71039
0.145	1.17022	3.73308	-0.433672	1.17181	3.73766	-1.59232	1.17181	3.73768	-0.723773
0.148	1.1814	3.72405	-0.441523	1.18301	3.729	-1.62118	1.18301	3.72906	-0.736872
0.151	1.19256	3.71447	-0.449324	1.19418	3.71957	-1.64971	1.19418	3.71952	-0.749891
0.154	1.20369	3.70441	-0.457008	1.20533	3.70937	-1.67798	1.20533	3.70938	-0.762715
0.157	1.21479	3.69396	-0.464586	1.21644	3.69895	-1.70583	1.21644	3.69899	-0.775362
0.16	1.22585	3.683	-0.472071	1.22752	3.68802	-1.73324	1.22752	3.68798	-0.787854
0.163	1.23689	3.6716	-0.479433	1.23857	3.67652	-1.76031	1.23857	3.67652	-0.800141
0.166	1.24788	3.65984	-0.486675	1.24958	3.66482	-1.78696	1.24958	3.66489	-0.812226
0.169	1.25884	3.64745	-0.493817	1.26056	3.65229	-1.81311	1.26056	3.65227	-0.824148
0.172	1.26977	3.63488	-0.500801	1.27149	3.63967	-1.839	1.27149	3.63989	-0.835802
0.175	1.28065	3.62159	-0.507763	1.28239	3.62672	-1.864	1.28239	3.62643	-0.847422
0.178	1.2915	3.60809	-0.514476	1.29325	3.61285	-1.8891	1.29325	3.61296	-0.858625
0.181	1.3023	3.59414	-0.521094	1.30407	3.59884	-1.91355	1.30407	3.59909	-0.869668
0.184	1.31306	3.5795	-0.527702	1.31485	3.58467	-1.93701	1.31485	3.58421	-0.8807
0.187	1.32378	3.56486	-0.533963	1.32558	3.56946	-1.96094	1.32558	3.56981	-0.891146
0.19	1.33445	3.54865	-0.540304	1.33626	3.55291	-1.98305	1.33626	3.55222	-0.901746
0.193	1.34507	3.53392	-0.546163	1.3469	3.53752	-2.00686	1.3469	3.53878	-0.911507
0.196	1.35565	3.51761	-0.552322	1.35749	3.52251	-2.02781	1.35749	3.52244	-0.921787
0.199	1.36618	3.5008	-0.55828	1.36804	3.50636	-2.04853	1.36804	3.50532	-0.931734
0.202	1.37666	3.48435	-0.563602	1.37853	3.48802	-2.07095	1.37853	3.48928	-0.940609
0.205	1.38708	3.46668	-0.569321	1.38897	3.47143	-2.09022	1.38897	3.47137	-0.950157
0.208	1.39746	3.44852	-0.574997	1.39936	3.45486	-2.10865	1.39936	3.45286	-0.959633
0.211	1.40778	3.43147	-0.579091	1.40969	3.43198	-2.13236	1.40969	3.43672	-0.966454
0.214	1.41804	3.4113	-0.585801	1.41997	3.42007	-2.14431	1.41997	3.41522	-0.97767
0.217	1.42825	3.39403	-0.589124	1.43019	3.39489	-2.16904	1.43019	3.39928	-0.983198
0.22	1.4384	3.37321	-0.595094	1.44035	3.38032	-2.18083	1.44035	3.37736	-0.993176
0.223	1.44849	3.35391	-0.599242	1.45046	3.35881	-2.19967	1.45046	3.35834	-1.00009
0.226	1.45852	3.33464	-0.60293	1.4605	3.3359	-2.21911	1.4605	3.33975	-1.00624
0.229	1.4685	3.31245	-0.608552	1.47049	3.3205	-2.2283	1.47049	3.31626	-1.01564
0.232	1.4784	3.29267	-0.611826	1.48042	3.29681	-2.24736	1.48041	3.29739	-1.02109
0.235	1.48825	3.26721	-0.614203	1.49025	3.26561	-2.25902	1.49027	3.26793	-1.02512
0.238	1.49803	3.24985	-0.618893	1.50007	3.25115	-2.27741	1.50006	3.25444	-1.03288
0.241	1.50775	3.22817	-0.622492	1.50979	3.22969	-2.29056	1.50979	3.23312	-1.03889
0.244	1.51739	3.20382	-0.627613	1.51945	3.21343	-2.29501	1.51945	3.20725	-1.04746
0.247	1.52697	3.18294	-0.629013	1.52905	3.18429	-2.31497	1.52905	3.18775	-1.04977
0.25	1.53649	3.15972	-0.632127	1.53857	3.16135	-2.32545	1.53857	3.16439	-1.05497
0.253	1.54593	3.13398	-0.637299	1.54803	3.14623	-2.32559	1.54803	3.13698	-1.06363
0.256	1.5553	3.11393	-0.63531	1.55742	3.10576	-2.35453	1.55741	3.11969	-1.06026
0.259	1.5646	3.08585	-0.643454	1.56673	3.1017	-2.34142	1.56672	3.08861	-1.0739
0.262	1.57383	3.06437	-0.641645	1.57597	3.06307	-2.3662	1.57596	3.06937	-1.07085
0.265	1.58298	3.03853	-0.64499	1.58513	3.0424	-2.36858	1.58513	3.04271	-1.07644
0.268	1.59206	3.01238	-0.647728	1.59422	3.01998	-2.37144	1.59422	3.01584	-1.08102
0.271	1.60106	2.98831	-0.648056	1.60323	2.99003	-2.38409	1.60323	2.99281	-1.08155
0.274	1.60998	2.96222	-0.649828	1.61217	2.96476	-2.38857	1.61217	2.96635	-1.08452
0.277	1.61883	2.9349	-0.652511	1.62103	2.94344	-2.38711	1.62103	2.93834	-1.089
0.28	1.6276	2.91043	-0.651567	1.62981	2.90801	-2.40316	1.62981	2.91402	-1.08742
0.283	1.63629	2.88183	-0.654437	1.6385	2.88933	-2.39539	1.63851	2.88513	-1.09222
0.286	1.64489	2.85551	-0.654334	1.64713	2.85988	-2.40172	1.64712	2.85941	-1.09203
0.289	1.65342	2.82883	-0.653933	1.65566	2.82923	-2.4078	1.65566	2.83302	-1.09136
0.292	1.66186	2.79998	-0.655805	1.66412	2.8066	-2.40203	1.66412	2.80342	-1.0945
0.295	1.67022	2.7724	-0.655548	1.67249	2.77745	-2.40446	1.67249	2.77603	-1.09406
0.298	1.6785	2.74547	-0.653633	1.68077	2.74322	-2.4121	1.68078	2.74986	-1.09085
0.301	1.68669	2.71469	-0.657267	1.68897	2.72738	-2.39522	1.68898	2.71767	-1.09695
0.304	1.69479	2.68791	-0.652365	1.69709	2.6841	-2.41012	1.69709	2.69199	-1.08874
0.307	1.70281	2.6579	-0.653999	1.70512	2.66275	-2.39884	1.70512	2.66149	-1.09148
0.31	1.71074	2.62797	-0.653639	1.71306	2.63461	-2.39298	1.71306	2.631	-1.09089
0.313	1.71858	2.59972	-0.650991	1.72092	2.60051	-2.39627	1.72091	2.60361	-1.08645
0.316	1.72634	2.56969	-0.649901	1.72867	2.5715	-2.39013	1.72868	2.57352	-1.08463
0.319	1.734	2.53809	-0.650208	1.73635	2.54622	-2.3764	1.73635	2.54069	-1.08517
0.322	1.74157	2.50946	-0.64657	1.74394	2.51082	-2.3791	1.74393	2.51337	-1.07907
0.325	1.74905	2.48118	-0.64809	1.7514	2.49394	-2.3667	1.75143	2.48764	-1.08156
0.328	1.75644	2.44712	-0.643299	1.75883	2.45105	-2.36008	1.75882	2.45008	-1.07363
0.331	1.76374	2.41757	-0.639327	1.76613	2.416	-2.359	1.76613	2.42169	-1.06697
0.334	1.77094	2.38455	-0.639022	1.77334	2.39057	-2.33948	1.77334	2.38729	-1.06649
0.337	1.77805	2.35321	-0.635981	1.78046	2.35841	-2.33032	1.78046	2.3561	-1.06141
0.34	1.78506	2.3228	-0.631367	1.78748	2.32232	-2.32701	1.78748	2.32655	-1.05369
0.343	1.79198	2.28994	-0.629311	1.79441	2.2932	-2.30997	1.79441	2.29288	-1.05028
0.346	1.7988	2.25739	-0.627615	1.80124	2.26606	-2.29164	1.80124	2.26016	-1.04745
0.349	1.80553	2.22656	-0.619848	1.80797	2.22182	-2.29369	1.80798	2.23004	-1.03447
0.352	1.81215	2.19232	-0.619864	1.81461	2.20015	-2.26435	1.81461	2.19487	-1.03452
0.355	1.81868	2.16028	-0.614418	1.82115	2.16319	-2.25562	1.82115	2.16301	-1.02542
0.358	1.82512	2.12819	-0.609206	1.82759	2.12798	-2.24457	1.82759	2.13151	-1.01671
0.361	1.83145	2.09426	-0.606202	1.83393	2.09886	-2.22173	1.83393	2.09706	-1.01171
0.364	1.83768	2.06068	-0.60171	1.84018	2.06529	-2.20395	1.84017	2.06291	-1.00422
0.367	1.84382	2.02878	-0.595019	1.84632	2.02819	-2.19416	1.84632	2.03238	-0.993024
0.37	1.84985	1.9914	-0.591377	1.85235	1.99189	-2.16653	1.85236	1.98975	-0.987067
0.373	1.85578	1.96114	-0.584424	1.85831	1.95894	-2.15723	1.8583	1.96381	-0.97536
0.376	1.86161	1.92754	-0.579204	1.86413	1.92691	-2.13573	1.86414	1.93086	-0.966635
0.379	1.86734	1.89178	-0.576466	1.86987	1.90002	-2.10203	1.86988	1.89384	-0.962093
0.382	1.87297	1.8585	-0.568454	1.87551	1.85959	-2.08973	1.87551	1.86061	-0.948718
0.385	1.87849	1.82535	-0.56109	1.88104	1.82351	-2.07249	1.88104	1.82875	-0.936396
0.388	1.88392	1.78901	-0.558078	1.88647	1.79682	-2.03506	1.88647	1.79097	-0.931405
0.391	1.88923	1.75495	-0.549626	1.8918	1.75621	-2.01902	1.89179	1.75664	-0.9173
0.394	1.89445	1.72356	-0.539725	1.89699	1.71777	-2.00885	1.89703	1.72886	-0.900693
0.397	1.89956	1.68237	-0.542099	1.90214	1.70045	-1.94377	1.90213	1.68154	-0.904801
0.4	1.90456	1.65278	-0.526145	1.90716	1.64718	-1.95493	1.90714	1.6564	-0.87806
0.403	1.90947	1.6177	-0.519297	1.91204	1.61324	-1.92621	1.91206	1.62118	-0.866639
0.406	1.91426	1.57838	-0.518619	1.91685	1.59183	-1.86961	1.91686	1.57805	-0.865601
0.409	1.91895	1.54663	-0.505933	1.92157	1.54824	-1.86185	1.92155	1.54988	-0.844332
0.412	1.92354	1.51289	-0.493335	1.92614	1.49903	-1.85346	1.92615	1.51558	-0.823327
0.415	1.92801	1.47546	-0.493996	1.93063	1.50534	-1.76558	1.93062	1.48737	-0.824186
0.418	1.93239	1.44021	-0.483222	1.93501	1.44636	-1.7659	1.93501	1.44321	-0.806435
0.421	1.93665	1.40471	-0.472839	1.93928	1.4031	-1.74376	1.93928	1.406	-0.789151
0.424	1.94082	1.36952	-0.46466	1.94345	1.37095	-1.7088	1.94345	1.37201	-0.775467
0.427	1.94487	1.33303	-0.457241	1.94751	1.33794	-1.66994	1.94751	1.3346	-0.763109
0.43	1.94882	1.2978	-0.447062	1.95146	1.29877	-1.64228	1.95146	1.29904	-0.746127
0.433	1.95266	1.26335	-0.436231	1.9553	1.26137	-1.6144	1.95531	1.26614	-0.72801
0.436	1.95639	1.22557	-0.430545	1.95904	1.23188	-1.56516	1.95905	1.22606	-0.718581
0.439	1.96002	1.19097	-0.417771	1.96268	1.18967	-1.54131	1.96267	1.19239	-0.697235
0.442	1.96354	1.15547	-0.408594	1.9662	1.15621	-1.50349	1.9662	1.15741	-0.681903
0.445	1.96695	1.11882	-0.40007	1.96962	1.12279	-1.46076	1.96962	1.11984	-0.667703
0.448	1.97025	1.08371	-0.388736	1.97293	1.08472	-1.4287	1.97292	1.08521	-0.648772
0.451	1.97345	1.04844	-0.377512	1.97613	1.04742	-1.39443	1.97613	1.05042	-0.630024
0.454	1.97654	1.01147	-0.368936	1.97922	1.01468	-1.34776	1.97922	1.01224	-0.615745
0.457	1.97952	0.976053	-0.35829	1.98221	0.980003	-1.30848	1.9822	0.977519	-0.597955
0.46	1.9824	0.939543	-0.344936	1.98508	0.932145	-1.28171	1.98509	0.937299	-0.575774
0.463	1.98516	0.904052	-0.336533	1.98786	0.907307	-1.22785	1.98786	0.904595	-0.56167
0.466	1.98782	0.868991	-0.324586	1.99052	0.871019	-1.19004	1.99052	0.870426	-0.541703
0.469	1.99038	0.833435	-0.312189	1.99308	0.832138	-1.15312	1.99308	0.834491	-0.521023
0.472	1.99282	0.797474	-0.301807	1.99553	0.799349	-1.10603	1.99553	0.798647	-0.503692
0.475	1.99516	0.761544	-0.290626	1.99787	0.764455	-1.06118	1.99787	0.762445	-0.485038
0.478	1.99739	0.726395	-0.277288	2.00011	0.725116	-1.02449	2.0001	0.727266	-0.462777
0.481	1.99952	0.69102	-0.265884	2.00223	0.692045	-0.977935	2.00223	0.692626	-0.443722
0.484	2.00154	0.654133	-0.255561	2.00426	0.658102	-0.926032	2.00425	0.653989	-0.426544
0.487	2.00345	0.62044	-0.240188	2.00617	0.618012	-0.894058	2.00617	0.622051	-0.400833
0.49	2.00526	0.584255	-0.229189	2.00797	0.584645	-0.842652	2.00798	0.58503	-0.382502
0.493	2.00696	0.54825	-0.217912	2.00968	0.55148	-0.790904	2.00968	0.548461	-0.363695
0.496	2.00855	0.513797	-0.20388	2.01128	0.514385	-0.749952	2.01127	0.514844	-0.340249
0.499	2.01004	0.478784	-0.19009	2.01276	0.476507	-0.707257	2.01276	0.479514	-0.317243
0.502	2.01142	0.443128	-0.179001	2.01414	0.445699	-0.651386	2.01415	0.443829	-0.298737
0.505	2.0127	0.407245	-0.16742	2.01544	0.407475	-0.605447	2.01543	0.404387	-0.279518
0.508	2.01387	0.373771	-0.150346	2.0166	0.370478	-0.564383	2.0166	0.374383	-0.250914
0.511	2.01494	0.338383	-0.139005	2.01767	0.340146	-0.506587	2.01767	0.338966	-0.231986
0.514	2.0159	0.303163	-0.126171	2.01864	0.305712	-0.454618	2.01863	0.302993	-0.210589
0.517	2.01676	0.269565	-0.110528	2.0195	0.268037	-0.413181	2.01949	0.270329	-0.18445
0.52	2.01752	0.234982	-0.09689	2.02025	0.233548	-0.362345	2.02025	0.235611	-0.161693
0.523	2.01817	0.199404	-0.0855739	2.0209	0.203041	-0.300919	2.02091	0.198926	-0.142841
0.526	2.01872	0.166487	-0.0698451	2.02146	0.166864	-0.25812	2.02145	0.167414	-0.116544
0.529	2.01916	0.132003	-0.0541013	2.0219	0.128074	-0.211527	2.0219	0.131982	-0.090298
0.532	2.01951	0.0974211	-0.0429319	2.02225	0.100539	-0.147542	2.02225	0.0974897	-0.0716522
0.535	2.01975	0.0636619	-0.0279355	2.02249	0.0648161	-0.0982519	2.02249	0.0635103	-0.0466303
0.538	2.01989	0.0305967	-0.0119289	2.02263	0.028162	-0.0526134	2.02263	0.0308014	-0.0199028
0.541	2.01993	-0.0030916	0.00182643	2.02267	-0.00358605	0.00385604	2.02267	-0.00272675	0.00306064
0.544	2.01987	-0.0374626	0.0146889	2.02261	-0.0349635	0.0646376	2.02261	-0.0381484	0.0244932
0.547	2.01971	-0.0699023	0.0306921	2.02246	-0.0696968	0.112742	2.02245	-0.0697011	0.0512331
0.55	2.01945	-0.100872	0.0460731	2.02219	-0.0986649	0.163935	2.02219	-0.0969765	0.0770315
0.553	2.01909	-0.136639	0.0592237	2.02183	-0.134946	0.22583	2.02183	-0.137396	0.0988205
0.556	2.01863	-0.168713	0.075226	2.02138	-0.168707	0.276096	2.02137	-0.16867	0.125556
0.559	2.01808	-0.201252	0.0910465	2.02082	-0.203514	0.327556	2.02082	-0.20158	0.151948
0.562	2.01743	-0.233888	0.104981	2.02016	-0.233469	0.387837	2.02016	-0.234144	0.175208
0.565	2.01668	-0.266318	0.119657	2.01941	-0.265041	0.44547	2.01941	-0.266795	0.199695
0.568	2.01583	-0.297986	0.136309	2.01857	-0.300027	0.495113	2.01856	-0.298508	0.227485
0.571	2.01489	-0.329542	0.151489	2.01762	-0.330573	0.552067	2.01762	-0.329393	0.252845
0.574	2.01385	-0.362364	0.164562	2.01659	-0.360022	0.617287	2.01658	-0.363715	0.274611
0.577	2.01272	-0.3925	0.18264	2.01545	-0.394704	0.6628	2.01545	-0.392514	0.304832
0.58	2.01149	-0.42392	0.198003	2.01422	-0.426327	0.719809	2.01422	-0.424333	0.330458
0.583	2.01017	-0.455673	0.211654	2.0129	-0.454558	0.784759	2.0129	-0.456676	0.353222
0.586	2.00876	-0.486221	0.227337	2.01149	-0.485005	0.841365	2.01149	-0.486831	0.37941
0.589	2.00726	-0.516263	0.245028	2.00998	-0.519661	0.889478	2.00998	-0.516882	0.408937
0.592	2.00566	-0.54657	0.260141	2.00838	-0.54849	0.949217	2.00838	-0.546865	0.434174
0.595	2.00398	-0.579197	0.272705	2.0067	-0.579145	1.01752	2.00669	-0.58365	0.45499
0.598	2.0022	-0.606831	0.291667	2.00492	-0.609589	1.06393	2.00491	-0.607719	0.486769
0.601	2.00033	-0.635939	0.308204	2.00304	-0.639755	1.11824	2.00305	-0.636157	0.514395
0.604	1.99838	-0.666544	0.321273	2.00109	-0.665794	1.18755	2.00109	-0.667926	0.536164
0.607	1.99634	-0.695674	0.336742	1.99905	-0.693987	1.24708	1.99905	-0.696824	0.56199
0.61	1.99421	-0.723762	0.354937	1.99692	-0.726645	1.29478	1.99691	-0.724411	0.592377
0.613	1.99199	-0.752446	0.371166	1.99469	-0.756463	1.35095	1.9947	-0.753359	0.619455
0.616	1.98969	-0.781569	0.383424	1.99239	-0.778436	1.42352	1.99239	-0.782535	0.63991
0.619	1.9873	-0.810065	0.400832	1.99001	-0.81043	1.47719	1.99	-0.811867	0.668931
